index,trans_date_trans_time,cc_num,device_os,merchant,amt,trans_num,unix_time,first,last,gender,street,city,zip,job,dob,lat,long,city_pop,state,category,merch_lat,merch_long,merchant_id
30994,2023-05-23 00:00:00,3622556887399519,,Merchant_46,195.9896027792884,TR118028,1692662400,Mike,Johnson,F,Main St,Chicago,12055.0,Nurse,1989-02-15,41.8781,-87.6298,2716000.0,IL,Electronics,22.17012257859585,168.95891334648854,46
30995,2023-09-12 00:00:00,3557438814979635,X11,Merchant_97,187.2379903539831,TR512282,1677628800,Nancy,Clark,F,Broadway,Los Angeles,69427.0,Lawyer,1998-03-04,34.0522,-118.2437,3979576.0,CA,Entertainment,-7.911874954864373,-137.25111128226763,97
30996,2023-05-02 00:00:00,8043659868946066,,Merchant_9,44.69906840062835,TR804304,1694217600,John,Smith,M,Elm St,Phoenix,95002.0,Doctor,1964-10-24,33.4484,-112.074,1680992.0,AZ,Groceries,1.3488588263006562,-108.5544689477847,9
30997,2023-08-30 00:00:00,1783244613137358,macOS,Merchant_41,36.41372547790363,TR301197,1694736000,Nancy,Brown,M,Broadway,Phoenix,87983.0,Clerk,1993-08-25,33.4484,-112.074,1680992.0,AZ,Apparel,-86.22921534229609,-117.72684367017422,41
30998,2023-03-12 00:00:00,3196223785287279,,Merchant_6,119.65671930035884,TR824389,1703376000,Joe,Brown,F,2nd Ave,New York,62325.0,Clerk,1977-01-21,40.7128,-74.006,8419600.0,NY,Apparel,20.14965279523713,164.52195339981438,6
30999,2023-04-07 00:00:00,3832654299198148,macOS,Merchant_21,459.678808850134,TR479777,1697068800,TestFirst99,TestLast99,M,258 Test St,Test City,58583.0,Teacher,1989-12-13,,,,,Electronics,49.82334289064852,-120.47389253984414,21
31000,2023-05-12 00:00:00,7287636728008674,X11,Merchant_63,175.14090588182066,TR489470,1701907200,Alice,Smith,F,1st Ave,New York,10136.0,Nurse,2002-05-22,40.7128,-74.006,8419600.0,NY,Travel,-0.7875016140319246,-174.90023314845143,63
31001,2023-12-16 00:00:00,3762216137628546,,Merchant_75,61.2455559035874,TR992752,1678406400,Mike,Williams,F,1st Ave,Phoenix,23986.0,Teacher,1992-05-08,33.4484,-112.074,1680992.0,AZ,Travel,-18.52319564172629,91.57648078995732,75
31002,2023-03-12 00:00:00,3374710723634543,other,Merchant_85,153.46640671332605,TR291313,1699660800,Mike,Smith,M,Main St,Los Angeles,59136.0,Teacher,1997-11-04,34.0522,-118.2437,3979576.0,CA,,,76.43321219151005,85
31003,2023-04-28 00:00:00,8014698683617966,,Merchant_95,376.52635327252,TR144227,1684281600,John,Williams,M,2nd Ave,Chicago,34904.0,Engineer,1980-04-23,41.8781,-87.6298,2716000.0,IL,Groceries,-23.358542258596827,-178.25621504842638,95
31004,2023-05-29 00:00:00,2986803519327122,,Merchant_20,290.6699465536201,TR157509,1697414400,Bob,Clark,M,Elm St,New York,42315.0,Doctor,1961-02-08,40.7128,-74.006,8419600.0,NY,Groceries,-79.37573671650925,172.18212748118322,20
31005,2023-07-27 00:00:00,1207685779458626,,Merchant_75,36.55549516359581,TR294994,1701734400,Mike,Williams,M,Main St,Houston,42556.0,Engineer,1962-01-03,29.7604,-95.3698,2328000.0,TX,Travel,-18.52319564172629,91.57648078995732,75
31006,2023-01-05 00:00:00,3825477590903238,,Merchant_63,311.4285815092165,TR107466,1682121600,Mike,Johnson,F,Elm St,Chicago,39124.0,Artist,1969-04-02,41.8781,-87.6298,2716000.0,IL,Travel,-0.7875016140319246,-174.90023314845143,63
31007,2023-04-03 00:00:00,1076831322882711,other,Merchant_89,355.9196507327877,TR553839,1677715200,Mike,Brown,M,2nd Ave,Houston,68319.0,Teacher,1964-08-20,29.7604,-95.3698,2328000.0,TX,Groceries,56.70517035971261,106.3284407704616,89
31008,2023-08-20 00:00:00,6631636323843968,,Merchant_64,299.2255125930088,TR160274,1674000000,Nancy,Clark,F,Broadway,New York,46327.0,Clerk,1977-11-06,40.7128,-74.006,8419600.0,NY,Entertainment,51.54434389615688,35.550431764943085,64
31009,2023-03-04 00:00:00,2859494686682245,,Merchant_90,425.1918067878327,TR821410,1680739200,Emily,Brown,M,Broadway,Phoenix,16568.0,Engineer,1977-05-05,33.4484,-112.074,1680992.0,AZ,Groceries,79.06589427989428,40.668692758560525,90
31010,2023-10-23 00:00:00,5235189785111382,,Merchant_85,217.3608246685491,TR967633,1693872000,John,Wilson,M,Elm St,Houston,61036.0,Lawyer,1978-01-09,29.7604,-95.3698,2328000.0,TX,,,76.43321219151005,85
31011,2023-06-12 00:00:00,4122315173475976,,Merchant_76,421.4386267793169,TR128607,1692489600,Joe,Johnson,M,1st Ave,Los Angeles,21692.0,Engineer,1977-01-11,34.0522,-118.2437,3979576.0,CA,Travel,-13.782030156854788,88.33761530797369,76
31012,2023-05-11 00:00:00,9266603928937790,macOS,Merchant_57,471.0304600922825,TR932383,1681430400,Emily,Clark,F,Elm St,New York,34982.0,Clerk,1960-10-01,40.7128,-74.006,8419600.0,NY,Entertainment,88.09979154289479,-68.06583980919721,57
31013,2023-12-30 00:00:00,2496944646724618,,Merchant_16,9.04918196056651,TR797468,1674518400,Emily,Davis,M,2nd Ave,Houston,33825.0,Nurse,1978-03-13,29.7604,-95.3698,2328000.0,TX,Entertainment,-34.73183185490737,162.228092285356,16
31014,2023-08-25 00:00:00,3823212759487420,other,Merchant_1,394.3296859997352,TR778338,1701129600,John,Jones,F,2nd Ave,Los Angeles,37803.0,Engineer,1974-11-13,34.0522,-118.2437,3979576.0,CA,Groceries,-27.531230030837182,-129.20391478137458,1
31015,2023-02-03 00:00:00,8249625360285184,X11,Merchant_4,225.28409453197085,TR416568,1676678400,Mike,Jones,F,Broadway,Phoenix,93715.0,Clerk,2006-07-28,33.4484,-112.074,1680992.0,AZ,Apparel,-61.315034940059576,-49.02547890057431,4
31016,2023-01-20 00:00:00,4949297680524476,Windows,Merchant_12,334.2440506882765,TR367736,1698624000,Bob,Johnson,F,Elm St,Chicago,27831.0,Engineer,2003-12-29,41.8781,-87.6298,2716000.0,IL,Electronics,87.97582122185094,73.47387297180416,12
31017,2023-01-12 00:00:00,2098951072455085,,Merchant_6,361.9693632457093,TR308631,1701907200,Bob,Jones,F,Main St,Chicago,73909.0,Doctor,2001-01-07,41.8781,-87.6298,2716000.0,IL,Apparel,20.14965279523713,164.52195339981438,6
31018,2023-06-05 00:00:00,8622477982722059,X11,Merchant_48,86.26147971720741,TR841207,1702512000,John,Jones,F,1st Ave,Houston,51941.0,Nurse,1959-05-20,29.7604,-95.3698,2328000.0,TX,Apparel,-34.824300756255504,9.043276780820436,48
31019,2023-03-20 00:00:00,6267104963519155,,Merchant_25,386.3137217655042,TR642547,1692748800,Bob,Jones,F,Broadway,Los Angeles,14034.0,Teacher,1983-10-19,34.0522,-118.2437,3979576.0,CA,Electronics,86.6518698487038,6.308468691848049,25
31020,2023-10-16 00:00:00,6610946580403814,other,Merchant_14,143.73393774003256,TR243586,1696550400,Mike,Davis,F,Maple St,Phoenix,81820.0,Teacher,1964-06-27,33.4484,-112.074,1680992.0,AZ,Travel,-19.65636715340061,16.66810179444255,14
31021,2023-03-12 00:00:00,2397638133747576,X11,Merchant_57,407.2936148157001,TR669964,1694476800,Nancy,Clark,M,Elm St,New York,35917.0,Engineer,1998-06-11,40.7128,-74.006,8419600.0,NY,Entertainment,88.09979154289479,-68.06583980919721,57
31022,2023-03-23 00:00:00,5685976835795687,,Merchant_47,148.0374152098636,TR254736,1695772800,Emily,Williams,M,Maple St,Los Angeles,51128.0,Engineer,1989-10-29,34.0522,-118.2437,3979576.0,CA,Apparel,23.79208222892042,-86.58836673314276,47
31023,2023-05-24 00:00:00,4340563615783012,X11,Merchant_99,307.04548521907776,TR490546,1698451200,Bob,Jones,M,1st Ave,Houston,96923.0,Teacher,1987-06-30,29.7604,-95.3698,2328000.0,TX,Apparel,0.5115067976039995,-134.1933430640006,99
31024,2023-01-15 00:00:00,5330288783823571,,Merchant_55,213.6009894449348,TR778317,1677542400,TestFirst77,TestLast77,F,95 Test St,Test City,26181.0,Lawyer,1964-05-03,,,,,Groceries,67.32664769991092,-68.9949147777756,55
31025,2023-03-25 00:00:00,4949297680524476,,Merchant_69,371.6698519702534,TR443629,1690934400,Bob,Johnson,F,Elm St,Chicago,27831.0,Engineer,2003-12-29,41.8781,-87.6298,2716000.0,IL,Groceries,46.32847847450455,-55.8779682013664,69
31026,2023-02-17 00:00:00,4824539675415207,other,Merchant_60,269.0556818332602,TR390694,1681084800,Mike,Williams,M,1st Ave,Los Angeles,38757.0,Artist,1971-09-29,34.0522,-118.2437,3979576.0,CA,Apparel,-55.67002510013051,-19.44591803015706,60
31027,2023-04-26 00:00:00,4471669536183065,X11,Merchant_16,210.1896463790696,TR188575,1686787200,Bob,Williams,M,2nd Ave,Phoenix,16319.0,Engineer,1978-10-23,33.4484,-112.074,1680992.0,AZ,Entertainment,-34.73183185490737,162.228092285356,16
31028,2023-01-04 00:00:00,6056526868906918,X11,Merchant_45,462.0536221455105,TR401682,1701388800,Alice,Brown,F,Broadway,Phoenix,89505.0,Clerk,1984-12-04,33.4484,-112.074,1680992.0,AZ,Groceries,-8.21197342866131,-29.061472035387425,45
31029,2023-06-04 00:00:00,7567325424021788,,Merchant_35,39.78302097557664,TR426038,1676332800,Alice,Davis,F,Elm St,Houston,72628.0,Nurse,1998-07-24,29.7604,-95.3698,2328000.0,TX,Electronics,68.77535645120233,-129.91125924167875,35
31030,2023-06-21 00:00:00,3655892194803886,,Merchant_80,297.40218631040415,TR268183,1677542400,Emily,Smith,F,Broadway,New York,42793.0,Engineer,1965-05-18,40.7128,-74.006,8419600.0,NY,Groceries,-78.3474631198586,-41.900737814640735,80
31031,2023-12-13 00:00:00,9562112611388462,Windows,Merchant_57,325.1233037258677,TR554144,1703116800,Mike,Johnson,M,1st Ave,Houston,66242.0,Engineer,1982-12-02,29.7604,-95.3698,2328000.0,TX,Entertainment,88.09979154289479,-68.06583980919721,57
31032,2023-01-19 00:00:00,1445967671799808,,Merchant_92,14.926905332799446,TR312028,1684972800,John,Jones,F,Elm St,New York,54019.0,Artist,1975-11-01,40.7128,-74.006,8419600.0,NY,Groceries,-63.53947625728404,-101.9930264718414,92
31033,2023-11-01 00:00:00,4964352289927428,Windows,Merchant_80,242.59907933948887,TR636070,1675814400,Emily,Johnson,F,Broadway,Houston,66776.0,Lawyer,1962-12-21,29.7604,-95.3698,2328000.0,TX,Groceries,-78.3474631198586,-41.900737814640735,80
31034,2023-11-04 00:00:00,3196223785287279,macOS,Merchant_45,469.1770393762683,TR172376,1675814400,Joe,Brown,F,2nd Ave,New York,62325.0,Clerk,1977-01-21,40.7128,-74.006,8419600.0,NY,Groceries,-8.21197342866131,-29.061472035387425,45
31035,2023-04-20 00:00:00,9588120311531720,X11,Merchant_59,325.66089482470943,TR132990,1690243200,Jane,Williams,F,Maple St,Chicago,89940.0,Lawyer,1972-02-07,41.8781,-87.6298,2716000.0,IL,Travel,-80.45996545485183,-81.74311296435529,59
31036,2023-09-05 00:00:00,8643890375876576,other,Merchant_18,65.77919398426644,TR210430,1682380800,John,Smith,F,1st Ave,Chicago,40369.0,Artist,1988-12-15,41.8781,-87.6298,2716000.0,IL,Electronics,-16.72838041637803,146.74382358294196,18
31037,2023-06-02 00:00:00,2669723414467567,macOS,Merchant_19,403.18801432320834,TR375354,1674777600,Joe,Williams,F,Maple St,Phoenix,84523.0,Nurse,1972-04-05,33.4484,-112.074,1680992.0,AZ,Electronics,74.14741804705375,-67.80265419735579,19
31038,2023-11-11 00:00:00,2308930692215233,,Merchant_25,444.74797916075954,TR666101,1703376000,John,Davis,M,1st Ave,Los Angeles,46812.0,Nurse,1992-04-03,34.0522,-118.2437,3979576.0,CA,Electronics,86.6518698487038,6.308468691848049,25
31039,2023-08-31 00:00:00,1379131789999976,macOS,Merchant_70,369.7792483878776,TR439752,1673913600,Jane,Smith,M,Maple St,Chicago,77454.0,Engineer,1987-12-03,41.8781,-87.6298,2716000.0,IL,Electronics,31.73006966153801,-67.77740733493759,70
31040,2023-01-11 00:00:00,4337584115674868,X11,Merchant_99,54.15097371805787,TR269401,1673568000,Emily,Brown,M,1st Ave,Chicago,24859.0,Clerk,1986-09-08,41.8781,-87.6298,2716000.0,IL,Apparel,0.5115067976039995,-134.1933430640006,99
31041,2023-05-15 00:00:00,2039948905931857,,Merchant_25,29.20851043607765,TR416962,1675900800,TestFirst67,TestLast67,M,907 Test St,Test City,79982.0,Engineer,1981-04-12,,,,,Electronics,86.6518698487038,6.308468691848049,25
31042,2023-08-08 00:00:00,9117441336774970,,Merchant_7,468.7004249936931,TR771033,1700524800,TestFirst34,TestLast34,F,533 Test St,Test City,68736.0,Clerk,1973-06-17,,,,,Travel,-3.1376392142395133,-1.0539371291183386,7
31043,2023-10-19 00:00:00,8900944501925387,,Merchant_55,114.8766179643781,TR253883,1679616000,TestFirst63,TestLast63,M,424 Test St,Test City,37401.0,Lawyer,1953-11-17,,,,,Groceries,67.32664769991092,-68.9949147777756,55
31044,2023-06-28 00:00:00,9879956442296963,,Merchant_17,165.4400791246293,TR943052,1699315200,John,Jones,F,1st Ave,Los Angeles,70178.0,Teacher,1979-06-06,34.0522,-118.2437,3979576.0,CA,Entertainment,86.43020454790332,108.18764316924928,17
31045,2023-12-15 00:00:00,1804627693178317,,Merchant_60,252.7972023216145,TR127623,1700265600,Nancy,Jones,F,2nd Ave,Chicago,58325.0,Doctor,1967-09-07,41.8781,-87.6298,2716000.0,IL,Apparel,-55.67002510013051,-19.44591803015706,60
31046,2023-08-19 00:00:00,4023757617032502,X11,Merchant_39,497.3509525068504,TR665461,1687651200,Mike,Williams,M,1st Ave,Los Angeles,25665.0,Nurse,1960-08-27,34.0522,-118.2437,3979576.0,CA,Apparel,-42.51539623323934,160.57881794239506,39
31047,2023-10-22 00:00:00,2363500895528327,,Merchant_45,100.5937231485607,TR547164,1699488000,Bob,Johnson,F,Maple St,Chicago,21990.0,Teacher,1979-03-24,41.8781,-87.6298,2716000.0,IL,Groceries,-8.21197342866131,-29.061472035387425,45
31048,2023-05-30 00:00:00,7381324965140812,macOS,Merchant_99,103.11289045925376,TR193475,1676419200,TestFirst42,TestLast42,M,382 Test St,Test City,39192.0,Teacher,1998-10-18,,,,,Apparel,0.5115067976039995,-134.1933430640006,99
31049,2023-11-05 00:00:00,6235997271854226,,Merchant_20,393.8140515926734,TR599702,1692230400,John,Clark,M,Broadway,New York,59548.0,Nurse,1993-05-15,40.7128,-74.006,8419600.0,NY,Groceries,-79.37573671650925,172.18212748118322,20
31050,2023-06-19 00:00:00,3267542964447615,other,Merchant_67,223.80387807537937,TR915235,1684368000,Joe,Williams,F,2nd Ave,Los Angeles,76902.0,Clerk,1995-08-11,34.0522,-118.2437,3979576.0,CA,Travel,40.95461517742624,-91.11621941232542,67
31051,2023-12-10 00:00:00,6008473449492046,X11,Merchant_33,398.88593848025823,TR408189,1700438400,Jane,Davis,F,Maple St,Los Angeles,84345.0,Clerk,1966-10-03,34.0522,-118.2437,3979576.0,CA,Electronics,-5.005953445524312,146.87384731884595,33
31052,2023-09-03 00:00:00,1135476141630558,,Merchant_43,70.34200349140659,TR975585,1703635200,TestFirst88,TestLast88,M,299 Test St,Test City,54636.0,Clerk,1970-09-18,,,,,Electronics,76.65792789340605,109.33423352039176,43
31053,2023-10-13 00:00:00,3854209277925875,other,Merchant_30,358.0537057350168,TR794967,1700611200,TestFirst94,TestLast94,F,53 Test St,Test City,94901.0,Doctor,1955-01-20,,,,,Travel,58.68090179673305,-140.56922218542377,30
31054,2023-02-24 00:00:00,9371824511927911,,Merchant_96,140.67757521883033,TR745801,1677888000,Alice,Davis,M,Elm St,Houston,23608.0,Engineer,1969-11-07,29.7604,-95.3698,2328000.0,TX,Entertainment,89.06913218571336,-115.5370875639332,96
31055,2023-09-21 00:00:00,2552592831193093,,Merchant_3,38.74923140455026,TR999612,1689638400,Emily,Davis,M,Main St,Chicago,45097.0,Engineer,1961-09-26,41.8781,-87.6298,2716000.0,IL,Groceries,40.15614746856807,108.60618938189026,3
31056,2023-08-09 00:00:00,2822957963205126,macOS,Merchant_83,262.24614036605504,TR634859,1687305600,Mike,Wilson,F,Elm St,Houston,21007.0,Teacher,1993-01-07,29.7604,-95.3698,2328000.0,TX,Apparel,-53.46181981157716,153.25429593970995,83
31057,2023-08-20 00:00:00,6698717129194905,,Merchant_82,434.10569609495394,TR705152,1687996800,Jane,Johnson,F,Maple St,Houston,57818.0,Lawyer,1969-02-01,29.7604,-95.3698,2328000.0,TX,Travel,62.64173498728283,-161.97879776419842,82
31058,2023-05-16 00:00:00,9945246744239707,,Merchant_97,381.5330708536542,TR367327,1701820800,Bob,Johnson,F,2nd Ave,New York,96359.0,Teacher,1994-09-01,40.7128,-74.006,8419600.0,NY,Entertainment,-7.911874954864373,-137.25111128226763,97
31059,2023-05-10 00:00:00,3345927695864539,Windows,Merchant_37,362.24944443738445,TR828770,1679184000,Alice,Wilson,M,Maple St,Phoenix,30373.0,Doctor,1980-12-30,33.4484,-112.074,1680992.0,AZ,Groceries,14.838220032426989,-162.18724103375234,37
31060,2023-02-07 00:00:00,7698772322501382,X11,Merchant_92,351.7266027081648,TR534044,1694217600,Jane,Smith,M,Broadway,Los Angeles,43034.0,Teacher,1978-03-15,34.0522,-118.2437,3979576.0,CA,Groceries,-63.53947625728404,-101.9930264718414,92
31061,2023-08-02 00:00:00,5862234483438937,,Merchant_70,232.4254341425003,TR828565,1678147200,Mike,Williams,M,2nd Ave,Phoenix,27673.0,Teacher,1960-02-29,33.4484,-112.074,1680992.0,AZ,Electronics,31.73006966153801,-67.77740733493759,70
31062,2023-01-23 00:00:00,9278799625856412,,Merchant_7,248.04477036442003,TR969792,1675728000,Jane,Wilson,M,Elm St,Phoenix,59877.0,Lawyer,1985-05-05,33.4484,-112.074,1680992.0,AZ,Travel,-3.1376392142395133,-1.0539371291183386,7
31063,2023-07-28 00:00:00,7978471191137699,Windows,Merchant_72,449.9691753184765,TR957922,1700092800,TestFirst73,TestLast73,F,781 Test St,Test City,51070.0,Lawyer,1952-11-04,,,,,Travel,-46.10552894239083,-79.92365101068057,72
31064,2023-05-26 00:00:00,1359490970684892,,Merchant_4,180.19500171993107,TR615449,1682208000,Emily,Williams,M,2nd Ave,Phoenix,37642.0,Nurse,2005-09-09,33.4484,-112.074,1680992.0,AZ,Apparel,-61.315034940059576,-49.02547890057431,4
31065,2023-06-14 00:00:00,9310078623566331,macOS,Merchant_54,34.78548769450215,TR115360,1677974400,TestFirst31,TestLast31,F,994 Test St,Test City,74724.0,Lawyer,1971-08-07,,,,,Groceries,0.0671885875949556,15.165293076852493,54
31066,2023-08-18 00:00:00,6538122454518198,,Merchant_86,291.07957240599785,TR876334,1687564800,Alice,Wilson,F,1st Ave,Houston,44121.0,Doctor,1969-04-04,29.7604,-95.3698,2328000.0,TX,Groceries,-61.26016902797638,-23.03810829457197,86
31067,2023-09-05 00:00:00,2703762170382222,,Merchant_92,465.8968877021368,TR117765,1698969600,TestFirst83,TestLast83,M,166 Test St,Test City,40352.0,Clerk,1962-02-14,,,,,Groceries,-63.53947625728404,-101.9930264718414,92
31068,2023-11-25 00:00:00,5720410738413993,,Merchant_89,105.20031209847728,TR576350,1702252800,Emily,Clark,F,Elm St,Los Angeles,31554.0,Teacher,1975-02-12,34.0522,-118.2437,3979576.0,CA,Groceries,56.70517035971261,106.3284407704616,89
31069,2023-05-15 00:00:00,5451893388549510,,Merchant_31,12.244388723547392,TR720057,1688860800,Nancy,Brown,F,Maple St,Phoenix,57742.0,Artist,2005-01-14,33.4484,-112.074,1680992.0,AZ,Apparel,88.04233454966248,-152.8800755184934,31
31070,2023-12-10 00:00:00,7062465154578564,X11,Merchant_48,219.8437609243485,TR975366,1692748800,Alice,Clark,F,Broadway,Chicago,63677.0,Clerk,1979-12-02,41.8781,-87.6298,2716000.0,IL,Apparel,-34.824300756255504,9.043276780820436,48
31071,2023-12-09 00:00:00,6631636323843968,X11,Merchant_43,256.4008248546188,TR939587,1693440000,Nancy,Clark,F,Broadway,New York,46327.0,Clerk,1977-11-06,40.7128,-74.006,8419600.0,NY,Electronics,76.65792789340605,109.33423352039176,43
31072,2023-10-06 00:00:00,8750452725081165,Windows,Merchant_38,156.2252033541285,TR325273,1688428800,Jane,Clark,M,Elm St,Phoenix,86144.0,Nurse,1984-02-18,33.4484,-112.074,1680992.0,AZ,Entertainment,31.11288565462185,119.4625024232438,38
31073,2023-08-20 00:00:00,4592933858817442,,Merchant_34,402.5753636450432,TR896248,1701475200,Jane,Clark,M,Elm St,Phoenix,71503.0,Doctor,1995-08-22,33.4484,-112.074,1680992.0,AZ,Groceries,85.47129646827946,2.8799638542606374,34
31074,2023-08-04 00:00:00,1717402167435728,,Merchant_78,368.8108543796728,TR366188,1694390400,John,Williams,F,1st Ave,Houston,17360.0,Artist,1998-05-23,29.7604,-95.3698,2328000.0,TX,Electronics,-26.58433665786434,132.9141057936119,78
31075,2023-02-07 00:00:00,7966357354272468,macOS,Merchant_87,17.313748329576555,TR399867,1678406400,Mike,Smith,M,1st Ave,Phoenix,38895.0,Lawyer,1964-05-25,33.4484,-112.074,1680992.0,AZ,Apparel,-2.166985418914223,-9.414748982871458,87
31076,2023-04-27 00:00:00,9031125386647346,,Merchant_62,349.2506650122032,TR115059,1698364800,Jane,Williams,M,Maple St,Houston,93745.0,Nurse,1992-10-29,29.7604,-95.3698,2328000.0,TX,Electronics,-42.8461377597528,41.78491327039501,62
31077,2023-08-18 00:00:00,3004616168889442,Windows,Merchant_19,143.9122609498343,TR529226,1693180800,Mike,Smith,M,Main St,Phoenix,47384.0,Doctor,1975-11-23,33.4484,-112.074,1680992.0,AZ,Electronics,74.14741804705375,-67.80265419735579,19
31078,2023-05-17 00:00:00,3548922216291042,,Merchant_93,490.127574308844,TR285426,1702771200,Emily,Johnson,M,Maple St,New York,39897.0,Clerk,1979-05-07,40.7128,-74.006,8419600.0,NY,Apparel,33.52105454215821,-105.89801217179304,93
31079,2023-09-13 00:00:00,1899808323479476,,Merchant_12,436.3815664164516,TR597491,1678838400,Alice,Williams,F,2nd Ave,Chicago,55377.0,Teacher,2002-12-31,41.8781,-87.6298,2716000.0,IL,Electronics,87.97582122185094,73.47387297180416,12
31080,2023-01-11 00:00:00,1078594386886355,macOS,Merchant_92,284.92922957752035,TR450431,1678147200,Jane,Smith,M,Broadway,Los Angeles,99975.0,Engineer,1971-09-04,34.0522,-118.2437,3979576.0,CA,Groceries,-63.53947625728404,-101.9930264718414,92
31081,2023-07-07 00:00:00,5000401729185112,,Merchant_51,246.4616481860021,TR671472,1680048000,Bob,Smith,F,2nd Ave,Phoenix,91383.0,Clerk,1982-05-12,33.4484,-112.074,1680992.0,AZ,Travel,-73.48012830431723,-4.613521473958741,51
31082,2023-11-08 00:00:00,9306858252733928,,Merchant_49,345.1268422709917,TR448989,1696118400,Bob,Brown,M,1st Ave,Houston,68598.0,Engineer,1965-10-10,29.7604,-95.3698,2328000.0,TX,Entertainment,-86.438761259704,178.66385260859022,49
31083,2023-04-29 00:00:00,4920577175372430,other,Merchant_91,225.5012073577071,TR782587,1674172800,Emily,Jones,M,Elm St,Chicago,57080.0,Doctor,1965-01-17,41.8781,-87.6298,2716000.0,IL,Travel,79.7067731441328,112.03571661664807,91
31084,2023-06-05 00:00:00,5045165725831074,,Merchant_44,144.3373988227931,TR980493,1689206400,Bob,Wilson,M,2nd Ave,Chicago,46677.0,Clerk,1974-09-28,41.8781,-87.6298,2716000.0,IL,Groceries,-69.8131281842011,122.13802854822,44
31085,2023-04-10 00:00:00,6698717129194905,,Merchant_46,103.87724312668472,TR203065,1695513600,Jane,Johnson,F,Maple St,Houston,57818.0,Lawyer,1969-02-01,29.7604,-95.3698,2328000.0,TX,Electronics,22.17012257859585,168.95891334648854,46
31086,2023-03-13 00:00:00,1763116972541954,,Merchant_26,408.9763326495151,TR432257,1680912000,John,Clark,F,2nd Ave,Houston,30069.0,Teacher,1969-07-11,29.7604,-95.3698,2328000.0,TX,Travel,-51.69967850714601,-53.92826491691018,26
31087,2023-02-21 00:00:00,7589371177001440,macOS,Merchant_33,230.2894987326564,TR185286,1678838400,Alice,Davis,M,Main St,New York,92418.0,Teacher,1971-08-06,40.7128,-74.006,8419600.0,NY,Electronics,-5.005953445524312,146.87384731884595,33
31088,2023-06-03 00:00:00,2795820813047956,macOS,Merchant_30,211.4000806173166,TR503388,1686355200,Jane,Clark,F,2nd Ave,Houston,11350.0,Clerk,1983-09-27,29.7604,-95.3698,2328000.0,TX,Travel,58.68090179673305,-140.56922218542377,30
31089,2023-10-18 00:00:00,1284888289364660,X11,Merchant_89,230.1551441633914,TR313819,1698451200,Bob,Jones,M,2nd Ave,Los Angeles,54573.0,Teacher,1974-04-26,34.0522,-118.2437,3979576.0,CA,Groceries,56.70517035971261,106.3284407704616,89
31090,2023-07-01 00:00:00,3418944575145652,other,Merchant_6,352.91729414214745,TR114013,1680652800,John,Smith,M,Elm St,Phoenix,46949.0,Doctor,1974-10-12,33.4484,-112.074,1680992.0,AZ,Apparel,20.14965279523713,164.52195339981438,6
31091,2023-03-09 00:00:00,7690946116511013,,Merchant_32,187.05837368127604,TR923642,1681516800,Mike,Johnson,F,Maple St,Phoenix,31342.0,Doctor,1978-03-23,33.4484,-112.074,1680992.0,AZ,Entertainment,-72.72178154395166,-42.05503760068177,32
31092,2023-03-24 00:00:00,9945246744239707,macOS,Merchant_64,466.5752774068408,TR126972,1682640000,Bob,Johnson,F,2nd Ave,New York,96359.0,Teacher,1994-09-01,40.7128,-74.006,8419600.0,NY,Entertainment,51.54434389615688,35.550431764943085,64
31093,2023-07-06 00:00:00,2099709734813899,,Merchant_35,47.026955435069794,TR376997,1687219200,Joe,Johnson,M,Broadway,Chicago,14191.0,Artist,1986-03-18,41.8781,-87.6298,2716000.0,IL,Electronics,68.77535645120233,-129.91125924167875,35
31094,2023-12-17 00:00:00,2642302152966994,macOS,Merchant_49,486.51524756952335,TR420349,1682640000,John,Williams,F,1st Ave,Phoenix,81981.0,Nurse,1961-05-10,33.4484,-112.074,1680992.0,AZ,Entertainment,-86.438761259704,178.66385260859022,49
31095,2023-03-23 00:00:00,7126690359068069,,Merchant_22,476.2801076376479,TR872254,1696636800,Jane,Davis,F,Elm St,Phoenix,87494.0,Engineer,1965-11-29,33.4484,-112.074,1680992.0,AZ,Travel,47.18266849731842,-159.7418881952124,22
31096,2023-04-11 00:00:00,2570242924797750,macOS,Merchant_39,170.38720135266496,TR194158,1690588800,Jane,Williams,M,Broadway,Phoenix,34896.0,Teacher,2005-02-28,33.4484,-112.074,1680992.0,AZ,Apparel,-42.51539623323934,160.57881794239506,39
31097,2023-04-02 00:00:00,5330288783823571,other,Merchant_12,264.3358069678868,TR139178,1686614400,TestFirst77,TestLast77,F,95 Test St,Test City,26181.0,Lawyer,1964-05-03,,,,,Electronics,87.97582122185094,73.47387297180416,12
31098,2023-02-17 00:00:00,6664407525334318,other,Merchant_28,432.4353333983419,TR431960,1676764800,John,Johnson,M,2nd Ave,Houston,96370.0,Lawyer,1962-11-14,29.7604,-95.3698,2328000.0,TX,Electronics,45.26571549503325,123.93299465864146,28
31099,2023-06-16 00:00:00,5741237388848734,,Merchant_67,327.17096617572935,TR526173,1676419200,Mike,Williams,F,Main St,Chicago,13445.0,Engineer,1955-11-22,41.8781,-87.6298,2716000.0,IL,Travel,40.95461517742624,-91.11621941232542,67
